Prompts_with_Context,labels,responses
"Given the following:
Nitrogen Content: 59.0, Phosphorous Content: 70.0, Potassium Content: 84.0, Temperature: 17.3348681, Humidity: 18.74926979, pH: 7.550808267, Rainfall: 82.61734721, Plant chickpea
Nitrogen Content: 57.0, Phosphorous Content: 57.0, Potassium Content: 75.0, Temperature: 17.09104223, Humidity: 18.25142068, pH: 7.785039076, Rainfall: 87.27444866, Plant chickpea
Nitrogen Content: 73.0, Phosphorous Content: 57.0, Potassium Content: 41.0, Temperature: 21.44653958, Humidity: 84.94375962, pH: 5.824709117, Rainfall: 272.2017204, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 57.0, Phosphorous Content: 58.0, Potassium Content: 77.0, Temperature: 18.72649425, Humidity: 17.58406365, pH: 7.978996755, Rainfall: 81.20176515
Provide a one word answer.",chickpea,  Rice
"Given the following:
Nitrogen Content: 28.0, Phosphorous Content: 130.0, Potassium Content: 196.0, Temperature: 22.13450646, Humidity: 94.67695747, pH: 6.062356467, Rainfall: 112.9203223, Plant apple
Nitrogen Content: 28.0, Phosphorous Content: 122.0, Potassium Content: 197.0, Temperature: 19.89363946, Humidity: 82.73366439, pH: 5.856575335, Rainfall: 69.66256816, Plant grapes
Nitrogen Content: 28.0, Phosphorous Content: 76.0, Potassium Content: 82.0, Temperature: 20.56601874, Humidity: 14.25803981, pH: 6.654425315, Rainfall: 83.75937135, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 28.0, Phosphorous Content: 136.0, Potassium Content: 200.0, Temperature: 23.06204373, Humidity: 92.39544055, pH: 6.245858905, Rainfall: 114.7399101
Provide a one word answer.",apple,  Corn
"Given the following:
Nitrogen Content: 13.0, Phosphorous Content: 132.0, Potassium Content: 203.0, Temperature: 23.60115364, Humidity: 82.48336987, pH: 6.423216506, Rainfall: 73.23901752, Plant grapes
Nitrogen Content: 13.0, Phosphorous Content: 126.0, Potassium Content: 204.0, Temperature: 23.1094265, Humidity: 92.79630809, pH: 6.383180271, Rainfall: 108.183792, Plant apple
Nitrogen Content: 13.0, Phosphorous Content: 30.0, Potassium Content: 37.0, Temperature: 20.86474944, Humidity: 91.61793636, pH: 6.277148771, Rainfall: 106.8685636, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 13.0, Phosphorous Content: 144.0, Potassium Content: 204.0, Temperature: 30.7280404, Humidity: 82.42614055, pH: 6.092241627, Rainfall: 68.38135469
Provide a one word answer.",grapes,  Citrus
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 11.0, Potassium Content: 29.0, Temperature: 28.03380598, Humidity: 95.01630593, pH: 5.955742971, Rainfall: 218.0055713, Plant coconut
Nitrogen Content: 22.0, Phosphorous Content: 18.0, Potassium Content: 31.0, Temperature: 30.7645515, Humidity: 47.93791463, pH: 5.956027059, Rainfall: 90.38503469, Plant mango
Nitrogen Content: 22.0, Phosphorous Content: 28.0, Potassium Content: 26.0, Temperature: 27.67256197, Humidity: 45.41692012, pH: 4.947683034, Rainfall: 92.84991507, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 8.0, Potassium Content: 33.0, Temperature: 28.43572863, Humidity: 95.8840407, pH: 5.665785202, Rainfall: 203.9283708
Provide a one word answer.",coconut,  Coconut
"Given the following:
Nitrogen Content: 31.0, Phosphorous Content: 13.0, Potassium Content: 33.0, Temperature: 27.63834933, Humidity: 95.48763389, pH: 5.85971872, Rainfall: 205.5463111, Plant coconut
Nitrogen Content: 31.0, Phosphorous Content: 11.0, Potassium Content: 45.0, Temperature: 24.83954414, Humidity: 86.88738076, pH: 6.034612928, Rainfall: 107.6435771, Plant pomegranate
Nitrogen Content: 31.0, Phosphorous Content: 25.0, Potassium Content: 12.0, Temperature: 18.05142392, Humidity: 90.03969587, pH: 7.016482298, Rainfall: 111.7793889, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 31.0, Phosphorous Content: 5.0, Potassium Content: 14.0, Temperature: 17.66545409, Humidity: 91.69865887, pH: 6.583411671, Rainfall: 110.6857506
Provide a one word answer.",orange,  Orange
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 55.0, Potassium Content: 24.0, Temperature: 28.56800579, Humidity: 57.30636014, pH: 8.66077954, Rainfall: 64.53027638, Plant mothbeans
Nitrogen Content: 22.0, Phosphorous Content: 49.0, Potassium Content: 22.0, Temperature: 28.23494706, Humidity: 61.5620517, pH: 3.71105919, Rainfall: 72.66666443, Plant mothbeans
Nitrogen Content: 22.0, Phosphorous Content: 44.0, Potassium Content: 24.0, Temperature: 24.30935081, Humidity: 56.32938343, pH: 6.030447288, Rainfall: 58.99536268, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 59.0, Potassium Content: 23.0, Temperature: 27.32220619, Humidity: 51.27868781, pH: 4.371745575, Rainfall: 36.5037914
Provide a one word answer.",mothbeans,  Corn
"Given the following:
Nitrogen Content: 12.0, Phosphorous Content: 20.0, Potassium Content: 39.0, Temperature: 19.86173586, Humidity: 86.19740917, pH: 6.026999326, Rainfall: 111.0217929, Plant pomegranate
Nitrogen Content: 12.0, Phosphorous Content: 29.0, Potassium Content: 40.0, Temperature: 19.68291173, Humidity: 89.75272999, pH: 6.594037135, Rainfall: 111.2818551, Plant pomegranate
Nitrogen Content: 12.0, Phosphorous Content: 129.0, Potassium Content: 205.0, Temperature: 22.36238282, Humidity: 91.15761594, pH: 6.119432215, Rainfall: 118.6832725, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 12.0, Phosphorous Content: 80.0, Potassium Content: 19.0, Temperature: 21.91041045, Humidity: 65.21662467, pH: 5.962001484, Rainfall: 36.10211371
Provide a one word answer.",lentil,  Apple
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 18.0, Potassium Content: 31.0, Temperature: 30.7645515, Humidity: 47.93791463, pH: 5.956027059, Rainfall: 90.38503469, Plant mango
Nitrogen Content: 22.0, Phosphorous Content: 16.0, Potassium Content: 27.0, Temperature: 29.1797902, Humidity: 90.27214288, pH: 6.006784979, Rainfall: 188.9252083, Plant coconut
Nitrogen Content: 22.0, Phosphorous Content: 72.0, Potassium Content: 85.0, Temperature: 18.86805647, Humidity: 15.65809214, pH: 6.391173589, Rainfall: 88.51048983, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 17.0, Potassium Content: 5.0, Temperature: 24.12188673, Humidity: 90.72351622, pH: 6.945562889, Rainfall: 102.835632
Provide a one word answer.",orange,  cotton
"Given the following:
Nitrogen Content: 19.0, Phosphorous Content: 65.0, Potassium Content: 25.0, Temperature: 18.09551014, Humidity: 18.29318436, pH: 5.625096446, Rainfall: 144.7902323, Plant kidneybeans
Nitrogen Content: 19.0, Phosphorous Content: 17.0, Potassium Content: 39.0, Temperature: 24.72485577, Humidity: 85.56083187, pH: 6.728599215, Rainfall: 111.2787584, Plant pomegranate
Nitrogen Content: 19.0, Phosphorous Content: 24.0, Potassium Content: 15.0, Temperature: 20.48954522, Humidity: 93.72485075, pH: 7.137136973, Rainfall: 111.8391951, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 19.0, Phosphorous Content: 78.0, Potassium Content: 16.0, Temperature: 20.65375833, Humidity: 23.10538637, pH: 5.967533236, Rainfall: 67.71768947
Provide a one word answer.",kidneybeans,  Orange
"Given the following:
Nitrogen Content: 10.0, Phosphorous Content: 56.0, Potassium Content: 18.0, Temperature: 27.99627907, Humidity: 68.6428593, pH: 7.32710972, Rainfall: 46.10585191, Plant lentil
Nitrogen Content: 10.0, Phosphorous Content: 37.0, Potassium Content: 22.0, Temperature: 28.7275267, Humidity: 89.12760359, pH: 7.069747814, Rainfall: 58.52974279, Plant mungbean
Nitrogen Content: 10.0, Phosphorous Content: 5.0, Potassium Content: 42.0, Temperature: 20.24104904, Humidity: 91.08706822, pH: 6.887005997, Rainfall: 109.2537734, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 10.0, Phosphorous Content: 59.0, Potassium Content: 22.0, Temperature: 28.60901145, Humidity: 86.99495766, pH: 7.155685016, Rainfall: 36.94616965
Provide a one word answer.",mungbean,  Lentil
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 55.0, Potassium Content: 24.0, Temperature: 28.56800579, Humidity: 57.30636014, pH: 8.66077954, Rainfall: 64.53027638, Plant mothbeans
Nitrogen Content: 22.0, Phosphorous Content: 44.0, Potassium Content: 24.0, Temperature: 24.30935081, Humidity: 56.32938343, pH: 6.030447288, Rainfall: 58.99536268, Plant mothbeans
Nitrogen Content: 22.0, Phosphorous Content: 18.0, Potassium Content: 31.0, Temperature: 30.7645515, Humidity: 47.93791463, pH: 5.956027059, Rainfall: 90.38503469, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 36.0, Potassium Content: 16.0, Temperature: 30.58139475, Humidity: 50.77148138, pH: 8.18422855, Rainfall: 64.58559639
Provide a one word answer.",mothbeans,  Mango
"Given the following:
Nitrogen Content: 2.0, Phosphorous Content: 21.0, Potassium Content: 35.0, Temperature: 25.02887163, Humidity: 91.53720922, pH: 6.293662363, Rainfall: 179.8248944, Plant coconut
Nitrogen Content: 2.0, Phosphorous Content: 56.0, Potassium Content: 23.0, Temperature: 26.65333029, Humidity: 59.79023382, pH: 7.550090941, Rainfall: 36.91852635, Plant mothbeans
Nitrogen Content: 2.0, Phosphorous Content: 38.0, Potassium Content: 18.0, Temperature: 27.53632932, Humidity: 89.92908171, pH: 6.619891498, Rainfall: 45.48591922, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 2.0, Phosphorous Content: 24.0, Potassium Content: 38.0, Temperature: 24.55981624, Humidity: 91.63536236, pH: 5.922935513, Rainfall: 111.9684622
Provide a one word answer.",pomegranate,  Rice
"Given the following:
Nitrogen Content: 5.0, Phosphorous Content: 68.0, Potassium Content: 20.0, Temperature: 19.04380471, Humidity: 33.10695144, pH: 6.12166671, Rainfall: 155.3705624, Plant pigeonpeas
Nitrogen Content: 5.0, Phosphorous Content: 19.0, Potassium Content: 25.0, Temperature: 27.3511056, Humidity: 54.43945147, pH: 6.441328044, Rainfall: 96.27792547, Plant mango
Nitrogen Content: 5.0, Phosphorous Content: 21.0, Potassium Content: 38.0, Temperature: 22.43377991, Humidity: 90.3396556, pH: 6.107054808, Rainfall: 112.459697, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 5.0, Phosphorous Content: 18.0, Potassium Content: 14.0, Temperature: 33.1056981, Humidity: 93.48447453, pH: 7.434118807, Rainfall: 119.1709113
Provide a one word answer.",orange,  Banana
"Given the following:
Nitrogen Content: 91.0, Phosphorous Content: 13.0, Potassium Content: 47.0, Temperature: 29.10968327, Humidity: 92.43510994, pH: 6.14410903, Rainfall: 27.95602304, Plant muskmelon
Nitrogen Content: 91.0, Phosphorous Content: 21.0, Potassium Content: 50.0, Temperature: 24.33528185, Humidity: 81.44030363, pH: 6.762030215, Rainfall: 48.32113628, Plant watermelon
Nitrogen Content: 91.0, Phosphorous Content: 84.0, Potassium Content: 52.0, Temperature: 29.14827211, Humidity: 78.71024836, pH: 6.390741836, Rainfall: 117.536781, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 91.0, Phosphorous Content: 12.0, Potassium Content: 46.0, Temperature: 24.64458469, Humidity: 85.49938185, pH: 6.343942518, Rainfall: 48.31219031
Provide a one word answer.",watermelon,  Banana
"Given the following:
Nitrogen Content: 14.0, Phosphorous Content: 67.0, Potassium Content: 25.0, Temperature: 25.28710601, Humidity: 60.85993533, pH: 7.241151936, Rainfall: 49.37369982, Plant lentil
Nitrogen Content: 14.0, Phosphorous Content: 76.0, Potassium Content: 20.0, Temperature: 29.05941162, Humidity: 62.10652364, pH: 7.042474679, Rainfall: 36.5011366, Plant lentil
Nitrogen Content: 14.0, Phosphorous Content: 57.0, Potassium Content: 15.0, Temperature: 29.8757015, Humidity: 83.14796296, pH: 6.623438282, Rainfall: 40.12044158, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 14.0, Phosphorous Content: 75.0, Potassium Content: 24.0, Temperature: 24.54757829, Humidity: 57.3414485, pH: 6.436160044, Rainfall: 118.3606557
Provide a one word answer.",pigeonpeas,  Mungbean.
"Given the following:
Nitrogen Content: 10.0, Phosphorous Content: 5.0, Potassium Content: 42.0, Temperature: 20.24104904, Humidity: 91.08706822, pH: 6.887005997, Rainfall: 109.2537734, Plant pomegranate
Nitrogen Content: 10.0, Phosphorous Content: 56.0, Potassium Content: 18.0, Temperature: 27.99627907, Humidity: 68.6428593, pH: 7.32710972, Rainfall: 46.10585191, Plant lentil
Nitrogen Content: 10.0, Phosphorous Content: 37.0, Potassium Content: 22.0, Temperature: 28.7275267, Humidity: 89.12760359, pH: 7.069747814, Rainfall: 58.52974279, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 10.0, Phosphorous Content: 44.0, Potassium Content: 24.0, Temperature: 30.99256944, Humidity: 43.02151392, pH: 8.0344125, Rainfall: 58.27600682
Provide a one word answer.",mothbeans,  Lentil.
"Given the following:
Nitrogen Content: 28.0, Phosphorous Content: 72.0, Potassium Content: 84.0, Temperature: 18.72963144, Humidity: 19.18197264, pH: 6.481783043, Rainfall: 71.58010169, Plant chickpea
Nitrogen Content: 28.0, Phosphorous Content: 27.0, Potassium Content: 32.0, Temperature: 28.94099669, Humidity: 93.00109012, pH: 5.764615485, Rainfall: 191.7723087, Plant coconut
Nitrogen Content: 28.0, Phosphorous Content: 68.0, Potassium Content: 19.0, Temperature: 34.63880966, Humidity: 61.38597868, pH: 7.69950698, Rainfall: 72.43169115, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 28.0, Phosphorous Content: 80.0, Potassium Content: 17.0, Temperature: 19.62207826, Humidity: 18.67170854, pH: 5.809419584, Rainfall: 144.1567454
Provide a one word answer.",kidneybeans,  Legume
"Given the following:
Nitrogen Content: 113.0, Phosphorous Content: 15.0, Potassium Content: 29.0, Temperature: 27.09617155, Humidity: 63.55324262, pH: 6.779230041, Rainfall: 190.2440566, Plant coffee
Nitrogen Content: 114.0, Phosphorous Content: 40.0, Potassium Content: 23.0, Temperature: 25.53676123, Humidity: 81.13668716, pH: 6.753978061, Rainfall: 95.4262599, Plant cotton
Nitrogen Content: 114.0, Phosphorous Content: 30.0, Potassium Content: 51.0, Temperature: 29.24908541, Humidity: 90.06998135, pH: 6.069171847, Rainfall: 25.93496537, Plant muskmelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 114.0, Phosphorous Content: 20.0, Potassium Content: 26.0, Temperature: 25.55656667, Humidity: 62.67087838, pH: 7.27905689, Rainfall: 193.5866233
Provide a one word answer.",coffee,  Corn
"Given the following:
Nitrogen Content: 13.0, Phosphorous Content: 69.0, Potassium Content: 19.0, Temperature: 17.30844532, Humidity: 20.01730914, pH: 5.86390397, Rainfall: 115.199245, Plant kidneybeans
Nitrogen Content: 13.0, Phosphorous Content: 72.0, Potassium Content: 21.0, Temperature: 24.32116642, Humidity: 21.0278674, pH: 5.821194486, Rainfall: 60.27552528, Plant kidneybeans
Nitrogen Content: 13.0, Phosphorous Content: 75.0, Potassium Content: 20.0, Temperature: 30.55992394, Humidity: 35.29006485, pH: 6.979540061, Rainfall: 178.8998611, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 13.0, Phosphorous Content: 67.0, Potassium Content: 18.0, Temperature: 30.5753044, Humidity: 34.75591197, pH: 5.384762927, Rainfall: 177.5764304
Provide a one word answer.",pigeonpeas,  Corn
"Given the following:
Nitrogen Content: 39.0, Phosphorous Content: 140.0, Potassium Content: 203.0, Temperature: 21.11903604, Humidity: 80.63399198, pH: 6.349875906, Rainfall: 69.27779761, Plant grapes
Nitrogen Content: 39.0, Phosphorous Content: 145.0, Potassium Content: 201.0, Temperature: 36.73126647, Humidity: 80.58931938, pH: 5.775600435, Rainfall: 72.24230804, Plant grapes
Nitrogen Content: 37.0, Phosphorous Content: 137.0, Potassium Content: 199.0, Temperature: 22.63946441, Humidity: 90.18451645, pH: 5.697945522, Rainfall: 108.3405879, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 39.0, Phosphorous Content: 138.0, Potassium Content: 203.0, Temperature: 21.19339319, Humidity: 82.33098331, pH: 6.399433771, Rainfall: 74.62834921
Provide a one word answer.",grapes,  Grapes
"Given the following:
Nitrogen Content: 114.0, Phosphorous Content: 8.0, Potassium Content: 52.0, Temperature: 29.34081108, Humidity: 94.5513539, pH: 6.419083092, Rainfall: 28.22908103, Plant muskmelon
Nitrogen Content: 114.0, Phosphorous Content: 40.0, Potassium Content: 17.0, Temperature: 24.32630461, Humidity: 80.13456404, pH: 6.363406102, Rainfall: 69.45072055, Plant cotton
Nitrogen Content: 113.0, Phosphorous Content: 38.0, Potassium Content: 25.0, Temperature: 22.00085141, Humidity: 79.47270984, pH: 7.388265888, Rainfall: 90.42224164, Plant cotton
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 113.0, Phosphorous Content: 28.0, Potassium Content: 48.0, Temperature: 28.87726019, Humidity: 92.48839665, pH: 6.170520518, Rainfall: 24.44267592
Provide a one word answer.",muskmelon,  Cotton
