Prompts_with_Context,Labels
"Given the following:
Nitrogen Content: 28.0, Phosphorous Content: 67.0, Potassium Content: 21.0, Temperature: 21.79792649, Humidity: 63.73086065, pH: 6.250994223, Rainfall: 46.62370222, Plant lentil
Nitrogen Content: 28.0, Phosphorous Content: 70.0, Potassium Content: 21.0, Temperature: 25.39038396, Humidity: 60.4989659, pH: 7.437373666, Rainfall: 39.18374505, Plant lentil
Nitrogen Content: 28.0, Phosphorous Content: 57.0, Potassium Content: 17.0, Temperature: 30.47757686, Humidity: 61.58245338, pH: 9.416003106, Rainfall: 61.86633917, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 28.0, Phosphorous Content: 65.0, Potassium Content: 23.0, Temperature: 28.38686534, Humidity: 61.88871127, pH: 7.405176138, Rainfall: 74.24459122",blackgram
"Given the following:
Nitrogen Content: 40.0, Phosphorous Content: 5.0, Potassium Content: 29.0, Temperature: 28.48444906, Humidity: 97.76865458, pH: 5.820978791, Rainfall: 160.389421, Plant coconut
Nitrogen Content: 40.0, Phosphorous Content: 29.0, Potassium Content: 42.0, Temperature: 24.63228709, Humidity: 89.01574455, pH: 7.104094929, Rainfall: 110.6956184, Plant pomegranate
Nitrogen Content: 40.0, Phosphorous Content: 21.0, Potassium Content: 8.0, Temperature: 34.90665289, Humidity: 92.87820148, pH: 7.418761774, Rainfall: 102.1906333, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 40.0, Phosphorous Content: 5.0, Potassium Content: 32.0, Temperature: 26.07010807, Humidity: 96.7036223, pH: 5.981169595, Rainfall: 143.533473",coconut
"Given the following:
Nitrogen Content: 75.0, Phosphorous Content: 41.0, Potassium Content: 35.0, Temperature: 24.97042599, Humidity: 78.62697699, pH: 6.856833064, Rainfall: 166.6415254, Plant jute
Nitrogen Content: 75.0, Phosphorous Content: 38.0, Potassium Content: 39.0, Temperature: 23.44676801, Humidity: 84.79352417, pH: 6.215109715, Rainfall: 283.9338466, Plant rice
Nitrogen Content: 75.0, Phosphorous Content: 36.0, Potassium Content: 44.0, Temperature: 23.28081, Humidity: 74.27607475, pH: 6.613341343, Rainfall: 153.7447398, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 75.0, Phosphorous Content: 54.0, Potassium Content: 36.0, Temperature: 26.29465461, Humidity: 84.56919326, pH: 7.023936392, Rainfall: 257.4914906",rice
"Given the following:
Nitrogen Content: 44.0, Phosphorous Content: 59.0, Potassium Content: 78.0, Temperature: 20.67526473, Humidity: 19.85388984, pH: 7.599033472, Rainfall: 84.78344008, Plant chickpea
Nitrogen Content: 44.0, Phosphorous Content: 60.0, Potassium Content: 55.0, Temperature: 34.2804607, Humidity: 90.55561637, pH: 6.825371185, Rainfall: 98.54047745, Plant papaya
Nitrogen Content: 44.0, Phosphorous Content: 47.0, Potassium Content: 45.0, Temperature: 38.73218907, Humidity: 94.73613484, pH: 6.579441304, Rainfall: 218.142147, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 44.0, Phosphorous Content: 57.0, Potassium Content: 53.0, Temperature: 42.30495821, Humidity: 90.51431779, pH: 6.93172108, Rainfall: 74.876786",papaya
"Given the following:
Nitrogen Content: 35.0, Phosphorous Content: 64.0, Potassium Content: 78.0, Temperature: 17.92845928, Humidity: 14.27327988, pH: 7.496645259, Rainfall: 85.37378769, Plant chickpea
Nitrogen Content: 35.0, Phosphorous Content: 67.0, Potassium Content: 49.0, Temperature: 41.31330062, Humidity: 91.1508798, pH: 6.617066674, Rainfall: 239.7427554, Plant papaya
Nitrogen Content: 73.0, Phosphorous Content: 35.0, Potassium Content: 38.0, Temperature: 24.88921174, Humidity: 81.97927117, pH: 5.005306977, Rainfall: 185.9461429, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 35.0, Phosphorous Content: 72.0, Potassium Content: 21.0, Temperature: 34.03619494, Humidity: 64.28791388, pH: 7.741418772, Rainfall: 66.85510868",blackgram
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 67.0, Potassium Content: 22.0, Temperature: 29.03017561, Humidity: 64.49166566, pH: 7.475926645, Rainfall: 54.9393771, Plant lentil
Nitrogen Content: 0.0, Phosphorous Content: 27.0, Potassium Content: 38.0, Temperature: 22.44581266, Humidity: 89.90147027, pH: 6.738016221, Rainfall: 109.3905998, Plant pomegranate
Nitrogen Content: 28.0, Phosphorous Content: 67.0, Potassium Content: 21.0, Temperature: 21.79792649, Humidity: 63.73086065, pH: 6.250994223, Rainfall: 46.62370222, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 0.0, Phosphorous Content: 67.0, Potassium Content: 22.0, Temperature: 29.82112112, Humidity: 69.4073209, pH: 6.593798387, Rainfall: 51.56461082",lentil
"Given the following:
Nitrogen Content: 24.0, Phosphorous Content: 21.0, Potassium Content: 42.0, Temperature: 20.82210727, Humidity: 87.22815682, pH: 6.999014379, Rainfall: 109.4429934, Plant pomegranate
Nitrogen Content: 24.0, Phosphorous Content: 73.0, Potassium Content: 20.0, Temperature: 19.63736208, Humidity: 32.31528909, pH: 4.608695247, Rainfall: 176.4134092, Plant pigeonpeas
Nitrogen Content: 24.0, Phosphorous Content: 70.0, Potassium Content: 21.0, Temperature: 19.14729038, Humidity: 45.3733757, pH: 5.517208078, Rainfall: 132.7748215, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 24.0, Phosphorous Content: 67.0, Potassium Content: 22.0, Temperature: 20.120043, Humidity: 22.89845607, pH: 5.618844277, Rainfall: 104.6252153",kidneybeans
"Given the following:
Nitrogen Content: 39.0, Phosphorous Content: 60.0, Potassium Content: 21.0, Temperature: 34.89814946, Humidity: 63.59948557, pH: 6.97297656, Rainfall: 64.72797143, Plant blackgram
Nitrogen Content: 39.0, Phosphorous Content: 69.0, Potassium Content: 53.0, Temperature: 25.9300384, Humidity: 93.02357765, pH: 6.964955435, Rainfall: 241.8202079, Plant papaya
Nitrogen Content: 39.0, Phosphorous Content: 30.0, Potassium Content: 38.0, Temperature: 20.12644921, Humidity: 87.59629625, pH: 6.965156738, Rainfall: 108.065579, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 39.0, Phosphorous Content: 64.0, Potassium Content: 52.0, Temperature: 28.91842453, Humidity: 94.63676767, pH: 6.678695788, Rainfall: 63.68794608",papaya
"Given the following:
Nitrogen Content: 73.0, Phosphorous Content: 58.0, Potassium Content: 21.0, Temperature: 19.97215954, Humidity: 57.68272924, pH: 6.596060648, Rainfall: 60.65171481, Plant maize
Nitrogen Content: 73.0, Phosphorous Content: 45.0, Potassium Content: 37.0, Temperature: 23.70467146, Humidity: 74.63745355, pH: 6.742688094, Rainfall: 181.2783964, Plant jute
Nitrogen Content: 55.0, Phosphorous Content: 78.0, Potassium Content: 21.0, Temperature: 33.39438752, Humidity: 62.93692886, pH: 6.602888249, Rainfall: 63.57445989, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 73.0, Phosphorous Content: 45.0, Potassium Content: 21.0, Temperature: 24.60532218, Humidity: 73.58868502, pH: 6.636803223, Rainfall: 96.59195302",maize
"Given the following:
Nitrogen Content: 13.0, Phosphorous Content: 73.0, Potassium Content: 20.0, Temperature: 30.50420876, Humidity: 35.48885969, pH: 5.391560418, Rainfall: 162.5927723, Plant pigeonpeas
Nitrogen Content: 13.0, Phosphorous Content: 60.0, Potassium Content: 25.0, Temperature: 17.13692774, Humidity: 20.59541693, pH: 5.68597166, Rainfall: 128.256862, Plant kidneybeans
Nitrogen Content: 13.0, Phosphorous Content: 61.0, Potassium Content: 24.0, Temperature: 18.29783597, Humidity: 69.6897615, pH: 7.629910253, Rainfall: 49.39111479, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 13.0, Phosphorous Content: 64.0, Potassium Content: 20.0, Temperature: 19.1345771, Humidity: 62.57526895, pH: 6.590571088, Rainfall: 36.46946971",lentil
"Given the following:
Nitrogen Content: 20.0, Phosphorous Content: 68.0, Potassium Content: 17.0, Temperature: 30.11873003, Humidity: 60.11680815, pH: 6.578714843, Rainfall: 71.72980375, Plant blackgram
Nitrogen Content: 21.0, Phosphorous Content: 39.0, Potassium Content: 20.0, Temperature: 27.06179658, Humidity: 52.3003173, pH: 7.388007483, Rainfall: 60.74583498, Plant mothbeans
Nitrogen Content: 21.0, Phosphorous Content: 39.0, Potassium Content: 20.0, Temperature: 28.14448546, Humidity: 82.1193047, pH: 7.064782138, Rainfall: 46.75690086, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 20.0, Phosphorous Content: 72.0, Potassium Content: 19.0, Temperature: 32.47648301, Humidity: 64.34848735, pH: 7.397190844, Rainfall: 65.820457",blackgram
"Given the following:
Nitrogen Content: 84.0, Phosphorous Content: 55.0, Potassium Content: 38.0, Temperature: 26.8748389, Humidity: 79.78725152, pH: 6.956682743, Rainfall: 173.1017097, Plant jute
Nitrogen Content: 87.0, Phosphorous Content: 54.0, Potassium Content: 20.0, Temperature: 25.61707368, Humidity: 63.4711755, pH: 6.576418207, Rainfall: 108.8303762, Plant maize
Nitrogen Content: 89.0, Phosphorous Content: 28.0, Potassium Content: 33.0, Temperature: 26.44414097, Humidity: 53.83876189, pH: 6.993236001, Rainfall: 175.3723314, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 108.0, Phosphorous Content: 88.0, Potassium Content: 55.0, Temperature: 26.28845991, Humidity: 83.390039, pH: 5.891458107, Rainfall: 113.8729798",banana
"Given the following:
Nitrogen Content: 108.0, Phosphorous Content: 94.0, Potassium Content: 47.0, Temperature: 27.35911627, Humidity: 84.54625006, pH: 6.387431383, Rainfall: 90.81250457, Plant banana
Nitrogen Content: 108.0, Phosphorous Content: 33.0, Potassium Content: 31.0, Temperature: 23.69287069, Humidity: 66.76090123, pH: 7.393825704, Rainfall: 144.6576424, Plant coffee
Nitrogen Content: 108.0, Phosphorous Content: 24.0, Potassium Content: 31.0, Temperature: 24.12832546, Humidity: 56.18107663, pH: 6.431899748, Rainfall: 147.2757818, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 108.0, Phosphorous Content: 89.0, Potassium Content: 53.0, Temperature: 29.55054817, Humidity: 78.06762846, pH: 5.808497604, Rainfall: 99.34482238",banana
"Given the following:
Nitrogen Content: 21.0, Phosphorous Content: 17.0, Potassium Content: 15.0, Temperature: 23.98289638, Humidity: 91.5473145, pH: 7.455991072, Rainfall: 118.4901697, Plant orange
Nitrogen Content: 17.0, Phosphorous Content: 56.0, Potassium Content: 17.0, Temperature: 27.94293692, Humidity: 45.41393636, pH: 5.9565851, Rainfall: 69.66289997, Plant mothbeans
Nitrogen Content: 25.0, Phosphorous Content: 17.0, Potassium Content: 40.0, Temperature: 18.91251245, Humidity: 87.74938524, pH: 6.608023872, Rainfall: 111.2800516, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 17.0, Phosphorous Content: 58.0, Potassium Content: 20.0, Temperature: 28.06642822, Humidity: 85.91625451, pH: 6.42937879, Rainfall: 39.23831035",mungbean
"Given the following:
Nitrogen Content: 120.0, Phosphorous Content: 20.0, Potassium Content: 34.0, Temperature: 23.56960509, Humidity: 50.56339727, pH: 6.906124587, Rainfall: 130.3797119, Plant coffee
Nitrogen Content: 120.0, Phosphorous Content: 24.0, Potassium Content: 47.0, Temperature: 26.98603693, Humidity: 89.4138489, pH: 6.260838965, Rainfall: 58.54876687, Plant watermelon
Nitrogen Content: 120.0, Phosphorous Content: 23.0, Potassium Content: 28.0, Temperature: 25.67324193, Humidity: 51.29043632, pH: 6.877799264, Rainfall: 196.2736367, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 120.0, Phosphorous Content: 25.0, Potassium Content: 50.0, Temperature: 28.05457761, Humidity: 94.81637388, pH: 6.327210469, Rainfall: 21.84869328",muskmelon
"Given the following:
Nitrogen Content: 7.0, Phosphorous Content: 31.0, Potassium Content: 27.0, Temperature: 31.32863689, Humidity: 47.59319575, pH: 6.524114355, Rainfall: 94.67344737, Plant mango
Nitrogen Content: 29.0, Phosphorous Content: 11.0, Potassium Content: 5.0, Temperature: 23.13338811, Humidity: 91.94670335, pH: 7.639788459, Rainfall: 104.4224145, Plant orange
Nitrogen Content: 31.0, Phosphorous Content: 26.0, Potassium Content: 9.0, Temperature: 11.69894639, Humidity: 93.25638873, pH: 7.566165721, Rainfall: 103.2005992, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 7.0, Phosphorous Content: 11.0, Potassium Content: 32.0, Temperature: 29.25902906, Humidity: 95.11294697, pH: 5.542169139, Rainfall: 184.7624496",coconut
"Given the following:
Nitrogen Content: 34.0, Phosphorous Content: 60.0, Potassium Content: 25.0, Temperature: 29.78416743, Humidity: 85.16906976, pH: 6.79385576, Rainfall: 40.77872823, Plant mungbean
Nitrogen Content: 31.0, Phosphorous Content: 56.0, Potassium Content: 23.0, Temperature: 31.46846241, Humidity: 35.39454002, pH: 5.661826398, Rainfall: 174.5723999, Plant pigeonpeas
Nitrogen Content: 34.0, Phosphorous Content: 60.0, Potassium Content: 23.0, Temperature: 20.12574053, Humidity: 24.96969858, pH: 5.659254981, Rainfall: 100.0497183, Plant kidneybeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 34.0, Phosphorous Content: 59.0, Potassium Content: 23.0, Temperature: 28.56212158, Humidity: 83.24855855, pH: 6.935804256, Rainfall: 56.48265193",mungbean
"Given the following:
Nitrogen Content: 102.0, Phosphorous Content: 28.0, Potassium Content: 54.0, Temperature: 25.15623099, Humidity: 80.27525115, pH: 6.862157042, Rainfall: 55.49541453, Plant watermelon
Nitrogen Content: 102.0, Phosphorous Content: 25.0, Potassium Content: 50.0, Temperature: 28.20480805, Humidity: 92.91440379, pH: 6.099662369, Rainfall: 20.36001144, Plant muskmelon
Nitrogen Content: 102.0, Phosphorous Content: 71.0, Potassium Content: 48.0, Temperature: 28.65456263, Humidity: 79.28693687, pH: 5.695267822, Rainfall: 102.4633775, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 102.0, Phosphorous Content: 53.0, Potassium Content: 21.0, Temperature: 23.03814028, Humidity: 76.11021529, pH: 6.913678684, Rainfall: 91.49697481",cotton
"Given the following:
Nitrogen Content: 40.0, Phosphorous Content: 121.0, Potassium Content: 199.0, Temperature: 26.18159716, Humidity: 81.03886263, pH: 6.315586313, Rainfall: 66.05911698, Plant grapes
Nitrogen Content: 40.0, Phosphorous Content: 143.0, Potassium Content: 201.0, Temperature: 24.97256132, Humidity: 82.72828653, pH: 6.476757723, Rainfall: 66.70016285, Plant grapes
Nitrogen Content: 38.0, Phosphorous Content: 120.0, Potassium Content: 197.0, Temperature: 17.5438296, Humidity: 82.94703302, pH: 6.323722572, Rainfall: 73.77063744, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 40.0, Phosphorous Content: 120.0, Potassium Content: 197.0, Temperature: 23.80593812, Humidity: 92.48879468, pH: 5.889480679, Rainfall: 119.6335548",apple
"Given the following:
Nitrogen Content: 60.0, Phosphorous Content: 54.0, Potassium Content: 19.0, Temperature: 18.74826712, Humidity: 62.49878458, pH: 6.417820493, Rainfall: 70.23401597, Plant maize
Nitrogen Content: 59.0, Phosphorous Content: 63.0, Potassium Content: 18.0, Temperature: 31.65531175, Humidity: 60.13263713, pH: 6.52669158, Rainfall: 66.69096751, Plant blackgram
Nitrogen Content: 59.0, Phosphorous Content: 62.0, Potassium Content: 83.0, Temperature: 18.57665902, Humidity: 19.22008229, pH: 8.104396058, Rainfall: 72.94940441, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 75.0, Phosphorous Content: 56.0, Potassium Content: 18.0, Temperature: 19.39851734, Humidity: 62.35750641, pH: 5.696205468, Rainfall: 60.95197486",maize
"Given the following:
Nitrogen Content: 120.0, Phosphorous Content: 8.0, Potassium Content: 46.0, Temperature: 29.55657523, Humidity: 90.70937262, pH: 6.732834334, Rainfall: 28.36535596, Plant muskmelon
Nitrogen Content: 120.0, Phosphorous Content: 24.0, Potassium Content: 47.0, Temperature: 26.98603693, Humidity: 89.4138489, pH: 6.260838965, Rainfall: 58.54876687, Plant watermelon
Nitrogen Content: 120.0, Phosphorous Content: 23.0, Potassium Content: 28.0, Temperature: 25.67324193, Humidity: 51.29043632, pH: 6.877799264, Rainfall: 196.2736367, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 120.0, Phosphorous Content: 7.0, Potassium Content: 47.0, Temperature: 24.24782473, Humidity: 83.03687902, pH: 6.653867608, Rainfall: 54.7657624",watermelon
"Given the following:
Nitrogen Content: 57.0, Phosphorous Content: 64.0, Potassium Content: 55.0, Temperature: 26.68386496, Humidity: 92.9585411, pH: 6.583760499, Rainfall: 62.50689682, Plant papaya
Nitrogen Content: 63.0, Phosphorous Content: 58.0, Potassium Content: 47.0, Temperature: 26.83054058, Humidity: 90.75379971, pH: 6.864143752, Rainfall: 144.6656444, Plant papaya
Nitrogen Content: 32.0, Phosphorous Content: 56.0, Potassium Content: 21.0, Temperature: 27.38538997, Humidity: 88.66663953, pH: 6.702772465, Rainfall: 58.29933073, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 64.0, Phosphorous Content: 53.0, Potassium Content: 38.0, Temperature: 26.24347471, Humidity: 78.51063754, pH: 6.855362875, Rainfall: 183.4065252",jute
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 59.0, Potassium Content: 22.0, Temperature: 22.64236876, Humidity: 21.59396123, pH: 5.946999529, Rainfall: 122.3886015, Plant kidneybeans
Nitrogen Content: 33.0, Phosphorous Content: 77.0, Potassium Content: 21.0, Temperature: 30.32992227, Humidity: 65.62971858, pH: 7.01285529, Rainfall: 71.64631281, Plant blackgram
Nitrogen Content: 33.0, Phosphorous Content: 75.0, Potassium Content: 84.0, Temperature: 19.46210401, Humidity: 18.72831993, pH: 7.217018459, Rainfall: 68.81405149, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 33.0, Phosphorous Content: 59.0, Potassium Content: 19.0, Temperature: 23.19305333, Humidity: 62.74710773, pH: 7.641024177, Rainfall: 49.55213308",lentil
